,clust,Vehicle Class,Total Claim Amount,Sales Channel,Customer Lifetime Value,Coverage,Effective To Date,EmploymentStatus,Gender,Income,Marital Status,Monthly Premium Auto,Response,Location Code,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Vehicle Size
165,0,Four-Door Car,465.41477,Agent,7771.158973,Basic,2/21/11,Medical Leave,M,21876,Married,68,No,Suburban,12,28,0,2,Personal Auto,Offer1,Small
166,0,Four-Door Car,496.8,Agent,6968.3419,Basic,10/1/2011,Unemployed,F,0,Single,69,No,Suburban,33,61,1,2,Personal Auto,Offer1,Small
167,2,Four-Door Car,292.8,Agent,4250.282624,Basic,1/18/11,Unemployed,F,0,Single,61,Yes,Suburban,17,1,1,7,Personal Auto,Offer1,Small
168,0,Four-Door Car,256.813837,Agent,19776.56654,Extended,1/16/11,Employed,F,70699,Divorced,82,No,Urban,1,57,0,2,Personal Auto,Offer3,Medsize
169,0,Four-Door Car,355.2,Agent,21343.46599,Basic,6/1/2011,Unemployed,F,0,Married,74,No,Suburban,11,85,1,2,Personal Auto,Offer1,Medsize
170,0,Four-Door Car,542.319401,Branch,2413.139714,Basic,1/27/11,Medical Leave,M,27501,Married,63,No,Suburban,20,0,0,1,Personal Auto,Offer4,Medsize
171,0,Four-Door Car,303.148399,Agent,15363.84716,Premium,1/15/11,Disabled,F,15897,Divorced,101,No,Urban,30,99,0,2,Personal Auto,Offer2,Medsize
172,0,Four-Door Car,25.438063,Agent,8456.961887,Basic,9/1/2011,Employed,F,25141,Divorced,73,No,Rural,12,4,1,2,Personal Auto,Offer3,Medsize
173,0,Four-Door Car,292.8,Agent,2189.642522,Basic,1/28/11,Unemployed,F,0,Married,61,No,Suburban,5,46,3,1,Personal Auto,Offer3,Small
174,2,Four-Door Car,787.993313,Call Center,5780.182197,Basic,2/26/11,Employed,M,51066,Single,74,Yes,Suburban,23,0,0,8,Personal Auto,Offer2,Medsize
175,0,Sports Car,84.024413,Call Center,4639.981638,Basic,4/1/2011,Employed,F,28358,Married,117,No,Rural,24,37,0,1,Personal Auto,Offer2,Medsize
176,0,SUV,215.8182,Agent,4465.335703,Basic,1/2/2011,Employed,F,61846,Married,112,No,Rural,1,48,0,1,Personal Auto,Offer2,Medsize
177,2,Two-Door Car,232.926145,Call Center,5968.118877,Basic,1/27/11,Employed,F,90972,Married,74,No,Urban,3,47,0,8,Personal Auto,Offer2,Medsize
178,2,Two-Door Car,532.8,Web,5097.763337,Basic,2/14/11,Unemployed,F,0,Single,74,No,Suburban,3,95,0,7,Personal Auto,Offer3,Medsize
179,0,Sports Car,710.433775,Call Center,4076.634665,Basic,1/23/11,Employed,F,29549,Divorced,104,No,Suburban,17,51,0,1,Personal Auto,Offer2,Small
180,0,Four-Door Car,552.0,Agent,12252.60179,Premium,2/18/11,Unemployed,F,0,Married,115,No,Suburban,12,17,1,2,Personal Auto,Offer1,Medsize
181,1,Luxury Car,1122.658899,Branch,16936.27147,Extended,1/24/11,Employed,F,39411,Married,217,No,Suburban,4,29,2,4,Personal Auto,Offer3,Medsize
182,0,Four-Door Car,408.374746,Branch,4892.435461,Basic,2/18/11,Employed,M,21709,Married,62,No,Suburban,28,17,0,3,Personal Auto,Offer2,Large
183,0,Four-Door Car,408.0,Agent,9942.304791,Extended,1/19/11,Employed,M,67890,Single,85,No,Suburban,23,57,0,2,Personal Auto,Offer4,Small
184,0,SUV,792.0,Agent,3735.838129,Basic,4/1/2011,Unemployed,M,0,Single,110,No,Suburban,3,16,0,1,Personal Auto,Offer1,Medsize
185,0,SUV,532.8,Call Center,13117.52215,Basic,7/2/2011,Employed,F,84311,Single,111,No,Suburban,11,98,4,2,Personal Auto,Offer3,Small
186,0,SUV,754.358929,Branch,4574.524094,Basic,1/30/11,Employed,F,99316,Single,114,No,Suburban,26,53,0,1,Corporate Auto,Offer2,Medsize
187,0,SUV,702.990032,Agent,5470.060561,Extended,2/17/11,Employed,F,54507,Married,138,Yes,Suburban,20,11,0,1,Personal Auto,Offer2,Medsize
188,0,Four-Door Car,206.837111,Branch,2978.84601,Extended,1/13/11,Employed,F,64586,Single,76,No,Urban,3,17,0,1,Personal Auto,Offer3,Medsize
189,2,Four-Door Car,275.395894,Branch,6410.967544,Extended,8/2/2011,Employed,M,61709,Married,82,No,Urban,5,41,2,7,Personal Auto,Offer3,Medsize
190,0,SUV,459.738128,Web,4479.023088,Basic,1/29/11,Employed,M,94656,Married,111,No,Urban,12,79,1,1,Special Auto,Offer4,Medsize
191,0,Two-Door Car,496.8,Branch,2383.731879,Basic,5/2/2011,Unemployed,F,0,Single,69,No,Suburban,5,40,0,1,Special Auto,Offer4,Small
192,0,Two-Door Car,336.0,Branch,2764.493659,Basic,1/20/11,Employed,M,61085,Married,70,No,Suburban,27,34,1,1,Personal Auto,Offer2,Medsize
193,0,Two-Door Car,321.6,Agent,7920.105377,Basic,1/27/11,Employed,F,89284,Married,67,No,Suburban,7,31,3,2,Personal Auto,Offer4,Small
194,0,Four-Door Car,302.4,Branch,6889.097981,Basic,9/1/2011,Unemployed,F,0,Divorced,63,No,Suburban,6,12,0,2,Personal Auto,Offer1,Small
195,0,Four-Door Car,430.994107,Agent,3274.194616,Extended,11/1/2011,Employed,F,31686,Married,81,No,Suburban,11,33,0,1,Personal Auto,Offer1,Small
196,1,Luxury SUV,1836.0,Web,9951.707743,Premium,2/17/11,Employed,M,56855,Single,255,No,Suburban,12,1,0,1,Corporate Auto,Offer4,Medsize
197,0,Four-Door Car,67.632476,Branch,2521.555686,Basic,2/16/11,Employed,M,53703,Single,67,No,Rural,3,45,2,1,Special Auto,Offer1,Medsize
198,0,Two-Door Car,844.481918,Branch,23706.11337,Extended,10/2/2011,Unemployed,F,0,Single,96,No,Suburban,12,35,1,2,Personal Auto,Offer3,Medsize
199,2,Four-Door Car,364.8,Branch,6047.02516,Extended,2/19/11,Employed,M,20396,Married,76,Yes,Suburban,15,60,1,4,Personal Auto,Offer1,Medsize
200,1,SUV,722.486994,Call Center,11140.30248,Premium,1/21/11,Disabled,F,27679,Single,150,No,Suburban,30,28,0,3,Personal Auto,Offer1,Medsize
201,0,SUV,590.4,Agent,4334.064096,Extended,2/27/11,Retired,F,23904,Single,123,Yes,Suburban,1,67,3,1,Personal Auto,Offer1,Medsize
202,0,Four-Door Car,481.027516,Call Center,2799.74791,Basic,4/2/2011,Employed,F,65351,Married,69,No,Suburban,4,54,0,1,Corporate Auto,Offer2,Medsize
203,2,SUV,1124.427734,Agent,7923.136624,Basic,1/18/11,Unemployed,M,0,Single,113,No,Suburban,20,1,0,7,Personal Auto,Offer1,Medsize
204,2,Four-Door Car,669.682001,Call Center,3688.110888,Basic,3/2/2011,Unemployed,M,0,Single,63,No,Suburban,0,54,3,7,Personal Auto,Offer1,Medsize
205,0,SUV,1284.093173,Agent,12067.45599,Basic,2/1/2011,Unemployed,M,0,Single,116,No,Suburban,14,35,0,2,Personal Auto,Offer1,Medsize
206,0,Four-Door Car,240.259479,Branch,2924.976721,Basic,9/1/2011,Employed,F,64459,Married,72,No,Urban,16,64,0,1,Personal Auto,Offer2,Medsize
207,1,SUV,912.0,Branch,15014.0927,Premium,1/19/11,Employed,M,32961,Married,190,No,Suburban,13,53,0,3,Corporate Auto,Offer1,Small
208,0,SUV,556.8,Agent,9277.233839,Basic,11/1/2011,Employed,F,71416,Divorced,116,No,Suburban,10,0,0,3,Corporate Auto,Offer2,Medsize
209,0,Four-Door Car,115.086827,Web,6274.123875,Extended,1/31/11,Employed,F,68964,Married,78,No,Rural,15,6,0,3,Personal Auto,Offer3,Medsize
210,0,Two-Door Car,470.4,Agent,3886.647414,Extended,11/1/2011,Employed,M,78108,Single,98,No,Suburban,12,34,0,1,Personal Auto,Offer2,Small
211,0,Four-Door Car,321.6,Agent,4386.277558,Basic,11/2/2011,Retired,M,10621,Single,67,Yes,Suburban,28,22,0,5,Special Auto,Offer1,Medsize
212,0,Two-Door Car,383.167471,Web,11365.26766,Extended,1/22/11,Employed,M,84910,Married,95,No,Urban,4,69,0,2,Corporate Auto,Offer2,Small
213,0,Four-Door Car,307.963291,Agent,5610.96434,Basic,2/24/11,Employed,F,77493,Single,70,No,Urban,2,35,0,3,Special Auto,Offer1,Medsize
214,0,Four-Door Car,355.2,Agent,2912.892035,Basic,2/28/11,Employed,M,81097,Divorced,74,No,Suburban,7,67,0,1,Personal Auto,Offer4,Small
215,0,Four-Door Car,520.364752,Call Center,6915.729915,Extended,1/25/11,Employed,F,96610,Married,85,No,Suburban,6,23,0,3,Corporate Auto,Offer4,Large
216,0,Sports Car,466.436375,Agent,6262.663307,Premium,2/26/11,Employed,M,30110,Married,159,No,Urban,20,71,0,1,Corporate Auto,Offer4,Small
217,2,Two-Door Car,451.670309,Agent,6503.397049,Extended,2/19/11,Disabled,F,22081,Married,84,Yes,Suburban,1,9,0,6,Special Auto,Offer1,Small
218,0,Sports Car,537.6,Web,8007.399376,Basic,2/1/2011,Unemployed,F,0,Divorced,112,Yes,Suburban,12,93,0,3,Personal Auto,Offer1,Medsize
219,0,Four-Door Car,345.6,Branch,2929.916512,Basic,2/1/2011,Employed,M,98473,Married,72,No,Suburban,19,69,0,1,Personal Auto,Offer2,Medsize
220,0,Four-Door Car,355.2,Branch,5969.55297,Basic,1/26/11,Employed,F,97431,Married,74,No,Suburban,1,72,0,3,Personal Auto,Offer3,Medsize
221,2,Four-Door Car,331.2,Call Center,5473.15987,Basic,2/2/2011,Employed,M,93870,Divorced,69,No,Suburban,1,96,0,8,Personal Auto,Offer1,Medsize
222,2,Four-Door Car,428.734656,Call Center,5645.396665,Basic,2/27/11,Employed,M,50366,Divorced,72,No,Suburban,9,5,0,9,Personal Auto,Offer1,Small
223,2,Two-Door Car,398.4,Branch,6369.262355,Extended,1/20/11,Employed,M,34498,Single,83,Yes,Suburban,30,72,0,7,Personal Auto,Offer2,Small
224,0,SUV,494.4,Call Center,11833.76732,Basic,1/17/11,Disabled,F,16552,Married,103,No,Suburban,23,53,0,2,Personal Auto,Offer2,Small
225,0,Four-Door Car,369.6,Branch,6121.107929,Extended,1/17/11,Employed,F,26787,Married,77,No,Suburban,7,50,0,5,Personal Auto,Offer3,Medsize
226,2,Two-Door Car,831.752839,Branch,5159.369746,Basic,2/24/11,Unemployed,M,0,Single,74,No,Suburban,2,42,0,9,Personal Auto,Offer1,Medsize
227,0,Four-Door Car,156.124914,Agent,2514.59196,Basic,2/14/11,Employed,F,43860,Single,65,Yes,Rural,15,58,0,1,Corporate Auto,Offer2,Medsize
228,2,SUV,373.428187,Agent,8668.611261,Basic,2/20/11,Employed,M,21474,Married,114,No,Urban,13,72,2,9,Corporate Auto,Offer1,Small
229,2,Four-Door Car,395.934815,Agent,4960.965384,Basic,2/19/11,Disabled,M,18174,Married,66,No,Suburban,8,16,0,9,Corporate Auto,Offer1,Small
230,2,Four-Door Car,350.4,Call Center,5504.139033,Basic,8/2/2011,Unemployed,F,0,Married,73,Yes,Suburban,18,45,0,5,Corporate Auto,Offer1,Medsize
231,0,Two-Door Car,231.201886,Agent,7507.455372,Basic,6/2/2011,Employed,M,60920,Single,64,Yes,Urban,10,61,0,2,Personal Auto,Offer2,Medsize
232,0,Four-Door Car,289.904105,Agent,32269.85139,Extended,2/27/11,Employed,M,41520,Married,90,No,Urban,18,70,0,2,Personal Auto,Offer1,Medsize
233,0,SUV,729.6,Web,5657.031588,Premium,1/2/2011,Unemployed,F,0,Married,152,No,Suburban,12,89,0,1,Personal Auto,Offer1,Small
234,2,Two-Door Car,326.4,Call Center,5061.757902,Basic,2/23/11,Unemployed,M,0,Married,68,No,Suburban,19,16,0,8,Personal Auto,Offer3,Medsize
235,2,Two-Door Car,350.4,Branch,5912.783829,Basic,11/1/2011,Employed,M,72208,Married,73,No,Suburban,3,84,0,8,Personal Auto,Offer1,Small
236,0,Four-Door Car,105.765111,Web,15182.27975,Basic,10/2/2011,Employed,F,53863,Married,63,No,Rural,12,30,0,2,Personal Auto,Offer1,Large
237,0,SUV,639.464548,Branch,10747.03094,Extended,2/25/11,Employed,M,66446,Divorced,136,No,Urban,8,77,0,3,Corporate Auto,Offer2,Large
238,0,Four-Door Car,292.8,Agent,2050.623512,Basic,2/16/11,Unemployed,M,0,Single,61,No,Suburban,18,26,0,1,Personal Auto,Offer2,Small
239,0,Four-Door Car,383.442328,Agent,2465.444865,Basic,1/30/11,Employed,F,64997,Single,63,No,Suburban,7,99,1,1,Personal Auto,Offer2,Small
240,0,Two-Door Car,316.8,Agent,5343.121327,Basic,11/2/2011,Employed,F,64460,Married,66,No,Suburban,18,42,0,3,Corporate Auto,Offer2,Small
241,0,Four-Door Car,99.085943,Agent,8119.829071,Basic,1/14/11,Employed,F,46618,Married,67,No,Rural,22,77,0,2,Personal Auto,Offer3,Large
242,0,Four-Door Car,307.2,Branch,4605.265164,Basic,2/14/11,Unemployed,F,0,Divorced,64,No,Suburban,13,64,0,4,Corporate Auto,Offer1,Small
243,0,Two-Door Car,566.935022,Web,6408.785577,Extended,3/2/2011,Employed,M,49988,Married,84,No,Suburban,6,37,5,5,Personal Auto,Offer2,Large
244,0,Two-Door Car,436.8,Agent,2376.533508,Extended,1/31/11,Unemployed,F,0,Single,91,No,Suburban,2,8,5,1,Personal Auto,Offer1,Medsize
245,0,Two-Door Car,412.8,Agent,3211.070017,Extended,2/15/11,Disabled,M,16269,Divorced,86,No,Suburban,6,84,0,1,Corporate Auto,Offer3,Medsize
246,0,Four-Door Car,307.2,Agent,5094.522262,Basic,2/27/11,Employed,F,72006,Divorced,64,No,Suburban,4,38,0,3,Personal Auto,Offer4,Medsize
247,0,Four-Door Car,388.8,Call Center,25755.27817,Extended,1/21/11,Unemployed,F,0,Married,81,No,Suburban,3,60,2,2,Personal Auto,Offer4,Small
248,1,Luxury SUV,2345.413441,Branch,8672.229719,Extended,1/14/11,Unemployed,M,0,Single,245,No,Suburban,34,83,0,1,Corporate Auto,Offer1,Medsize
249,0,Four-Door Car,321.6,Call Center,8044.73072,Basic,1/25/11,Employed,M,44320,Married,67,No,Suburban,13,79,0,2,Personal Auto,Offer1,Medsize
250,0,Two-Door Car,773.470977,Web,4001.519098,Premium,2/2/2011,Retired,F,19782,Divorced,108,No,Suburban,13,66,0,1,Personal Auto,Offer3,Medsize
251,0,Two-Door Car,424.883448,Call Center,16706.11699,Basic,9/2/2011,Employed,F,63933,Divorced,70,No,Suburban,35,98,0,2,Personal Auto,Offer1,Medsize
252,2,SUV,523.2,Call Center,8544.411077,Basic,2/28/11,Employed,M,28224,Single,109,No,Suburban,13,13,0,8,Personal Auto,Offer1,Medsize
253,0,SUV,508.8,Agent,7805.31287,Basic,1/27/11,Retired,F,21073,Divorced,106,Yes,Suburban,25,54,1,3,Personal Auto,Offer1,Small
254,0,Four-Door Car,364.240307,Call Center,6112.756868,Extended,2/19/11,Employed,M,63243,Married,77,No,Urban,21,73,0,3,Personal Auto,Offer4,Large
255,0,SUV,638.4,Agent,4772.943848,Extended,2/18/11,Retired,M,20993,Divorced,133,Yes,Suburban,35,90,0,1,Personal Auto,Offer2,Medsize
256,0,SUV,354.729129,Agent,10979.09559,Extended,2/14/11,Employed,F,94827,Married,135,No,Urban,5,64,0,4,Personal Auto,Offer1,Medsize
257,2,Two-Door Car,283.995953,Call Center,5004.263818,Basic,1/30/11,Employed,F,39161,Married,63,No,Urban,18,83,1,4,Personal Auto,Offer2,Small
258,0,Four-Door Car,403.2,Branch,13223.04379,Extended,9/2/2011,Employed,M,37534,Married,84,No,Suburban,2,0,2,2,Personal Auto,Offer3,Medsize
259,0,Four-Door Car,20.543176,Agent,2623.31543,Basic,6/2/2011,Employed,F,80210,Divorced,65,No,Rural,30,28,0,1,Corporate Auto,Offer1,Medsize
260,0,Four-Door Car,385.115437,Agent,17840.19555,Basic,2/23/11,Unemployed,M,0,Married,62,No,Suburban,32,59,0,2,Personal Auto,Offer1,Small
261,2,Four-Door Car,140.165035,Web,5106.111827,Basic,2/22/11,Employed,F,30110,Married,64,No,Rural,2,4,0,5,Personal Auto,Offer1,Medsize
262,0,Four-Door Car,326.4,Web,17930.60451,Basic,1/16/11,Medical Leave,F,21708,Divorced,68,No,Suburban,28,77,0,2,Personal Auto,Offer1,Medsize
263,2,Four-Door Car,321.6,Agent,5457.342569,Basic,2/2/2011,Employed,M,94731,Married,67,No,Suburban,23,65,0,4,Personal Auto,Offer2,Medsize
264,2,Four-Door Car,398.4,Agent,6563.644143,Extended,2/22/11,Employed,M,32375,Married,83,No,Suburban,17,83,0,6,Personal Auto,Offer1,Small
265,2,Four-Door Car,102.879769,Web,4812.525221,Basic,3/1/2011,Medical Leave,M,16531,Married,63,No,Rural,0,40,0,4,Corporate Auto,Offer1,Medsize
266,0,Four-Door Car,56.868289,Call Center,29328.04185,Extended,2/27/11,Employed,F,32006,Single,94,No,Rural,28,7,0,2,Corporate Auto,Offer2,Medsize
267,2,Two-Door Car,463.158502,Agent,5773.520711,Basic,2/15/11,Employed,F,81676,Married,72,No,Suburban,21,86,0,8,Personal Auto,Offer1,Small
268,0,Four-Door Car,205.444066,Agent,6847.1189,Extended,11/1/2011,Employed,M,71038,Married,86,No,Rural,15,56,0,3,Corporate Auto,Offer4,Medsize
269,0,Sports Car,741.6,Call Center,3595.31286,Basic,1/21/11,Unemployed,F,0,Single,103,No,Suburban,20,43,0,1,Corporate Auto,Offer2,Medsize
270,0,Two-Door Car,56.371967,Call Center,22855.61209,Basic,1/26/11,Medical Leave,F,20832,Married,65,No,Rural,8,32,0,2,Personal Auto,Offer1,Medsize
271,2,SUV,813.6,Branch,7859.414569,Basic,1/1/2011,Unemployed,M,0,Single,113,No,Suburban,19,10,0,7,Personal Auto,Offer1,Medsize
272,0,Four-Door Car,494.4,Call Center,4115.577437,Premium,2/23/11,Employed,M,52405,Married,103,No,Suburban,2,27,0,1,Personal Auto,Offer4,Medsize
273,0,Sports Car,795.864079,Agent,5029.638777,Extended,4/2/2011,Unemployed,F,0,Married,133,No,Suburban,3,89,0,1,Personal Auto,Offer1,Small
274,0,SUV,614.4,Agent,4821.418454,Extended,6/2/2011,Employed,F,26583,Married,128,No,Suburban,6,46,4,1,Personal Auto,Offer2,Medsize
275,0,Two-Door Car,72.438681,Web,5004.310469,Basic,10/2/2011,Disabled,M,25486,Married,65,No,Rural,15,53,0,3,Special Auto,Offer1,Medsize
276,0,Four-Door Car,532.8,Branch,8630.053943,Premium,2/1/2011,Employed,M,24065,Divorced,111,No,Suburban,30,1,0,5,Corporate Auto,Offer1,Medsize
277,2,Four-Door Car,67.881546,Agent,9322.08512,Premium,10/2/2011,Employed,F,70435,Married,116,No,Rural,0,50,0,4,Personal Auto,Offer3,Medsize
278,0,Two-Door Car,402.636829,Branch,16727.56063,Extended,1/19/11,Unemployed,M,0,Single,76,No,Suburban,33,36,2,2,Personal Auto,Offer3,Medsize
279,0,Two-Door Car,641.388616,Branch,3652.532435,Extended,2/23/11,Employed,F,39679,Married,92,No,Suburban,2,85,0,1,Personal Auto,Offer2,Medsize
280,2,Four-Door Car,342.481173,Web,6158.601171,Extended,7/1/2011,Unemployed,M,0,Single,89,No,Urban,13,45,0,5,Personal Auto,Offer1,Medsize
281,0,Two-Door Car,331.2,Web,4376.083958,Basic,1/14/11,Unemployed,M,0,Married,69,No,Suburban,21,70,4,3,Personal Auto,Offer4,Medsize
282,2,Four-Door Car,340.8,Agent,5569.456156,Basic,2/15/11,Employed,M,53565,Married,71,No,Suburban,27,34,1,6,Personal Auto,Offer1,Small
283,0,Two-Door Car,412.101933,Agent,2576.513006,Basic,2/24/11,Employed,M,37574,Married,66,No,Suburban,19,14,1,1,Personal Auto,Offer1,Medsize
284,0,Two-Door Car,73.700573,Branch,8346.983233,Premium,2/2/2011,Employed,M,48259,Single,108,No,Rural,14,79,0,3,Personal Auto,Offer1,Medsize
285,0,Four-Door Car,374.4,Call Center,6323.923864,Extended,7/1/2011,Employed,F,78532,Married,78,No,Suburban,25,87,0,3,Personal Auto,Offer2,Medsize
286,0,Four-Door Car,350.4,Call Center,5973.14343,Basic,2/28/11,Employed,F,96163,Married,73,No,Suburban,23,90,0,3,Corporate Auto,Offer1,Medsize
287,2,Four-Door Car,345.6,Agent,4706.676993,Basic,2/17/11,Unemployed,M,0,Single,72,No,Suburban,0,86,0,7,Personal Auto,Offer1,Medsize
288,0,Sports Car,722.024742,Agent,8093.410258,Basic,12/2/2011,Unemployed,M,0,Married,114,No,Suburban,9,72,1,5,Personal Auto,Offer1,Medsize
289,0,Four-Door Car,259.361117,Call Center,5035.744643,Basic,9/1/2011,Employed,M,72672,Married,63,No,Urban,7,39,0,5,Personal Auto,Offer2,Large
290,2,Four-Door Car,537.6,Branch,9027.867218,Premium,10/1/2011,Employed,F,99002,Married,112,No,Suburban,33,75,1,8,Personal Auto,Offer3,Medsize
291,0,Four-Door Car,396.295614,Agent,7288.884849,Extended,8/1/2011,Employed,M,79494,Married,91,No,Urban,19,30,0,3,Personal Auto,Offer4,Large
292,1,Luxury Car,358.281562,Branch,18042.47942,Extended,1/25/11,Employed,M,35704,Married,225,No,Rural,21,35,0,8,Personal Auto,Offer1,Medsize
293,0,Four-Door Car,653.388564,Web,4992.063043,Basic,1/27/11,Unemployed,F,0,Single,71,No,Suburban,6,5,0,3,Corporate Auto,Offer3,Small
294,2,Two-Door Car,121.032372,Call Center,9102.267849,Premium,12/1/2011,Disabled,F,26049,Married,118,No,Rural,17,6,0,6,Personal Auto,Offer1,Large
295,0,Four-Door Car,92.813396,Branch,2540.407726,Basic,1/16/11,Employed,M,70125,Single,64,No,Rural,21,77,0,1,Special Auto,Offer2,Medsize
296,0,SUV,528.0,Agent,12941.89193,Basic,1/22/11,Employed,M,52369,Married,110,No,Suburban,34,49,1,2,Personal Auto,Offer1,Medsize
297,0,Four-Door Car,159.636956,Branch,2365.348601,Basic,1/13/11,Unemployed,F,0,Married,66,No,Rural,25,51,2,1,Special Auto,Offer2,Medsize
298,2,Four-Door Car,476.156957,Branch,5720.765064,Basic,11/2/2011,Employed,M,41770,Married,72,No,Suburban,0,60,0,9,Personal Auto,Offer2,Small
299,2,Four-Door Car,727.2,Web,7035.534088,Premium,4/1/2011,Unemployed,M,0,Divorced,101,No,Suburban,16,88,0,8,Corporate Auto,Offer3,Medsize
300,0,Four-Door Car,321.6,Agent,2636.97773,Basic,1/29/11,Employed,M,31911,Married,67,No,Suburban,33,27,0,1,Personal Auto,Offer2,Medsize
301,2,Four-Door Car,42.078345,Web,5395.831967,Basic,2/28/11,Employed,M,70051,Married,68,No,Rural,15,69,0,8,Corporate Auto,Offer4,Medsize
302,2,Sports Car,561.6,Web,8382.630118,Basic,4/2/2011,Retired,M,19683,Married,117,Yes,Suburban,17,41,1,9,Personal Auto,Offer1,Medsize
303,0,SUV,200.11606,Agent,31161.74523,Basic,2/2/2011,Employed,F,30916,Married,112,No,Rural,7,65,0,2,Personal Auto,Offer1,Small
304,0,Four-Door Car,676.944023,Call Center,2887.742258,Extended,3/1/2011,Unemployed,F,0,Single,80,No,Suburban,24,95,0,1,Personal Auto,Offer1,Medsize
305,0,SUV,566.4,Agent,8714.922135,Basic,2/21/11,Unemployed,F,0,Divorced,118,Yes,Suburban,14,64,0,4,Corporate Auto,Offer1,Medsize
306,0,SUV,830.623064,Call Center,25585.72783,Basic,1/2/2011,Unemployed,M,0,Married,116,No,Suburban,0,45,0,2,Corporate Auto,Offer2,Medsize
307,0,SUV,580.473259,Web,10272.6082,Extended,1/1/2011,Employed,M,60145,Single,132,No,Urban,8,28,0,3,Personal Auto,Offer3,Medsize
308,0,Four-Door Car,60.036683,Agent,4376.363592,Premium,2/28/11,Employed,F,63774,Divorced,111,Yes,Rural,18,63,0,1,Personal Auto,Offer2,Medsize
309,2,Four-Door Car,321.6,Call Center,5318.89664,Basic,12/1/2011,Employed,F,25134,Married,67,Yes,Suburban,3,0,0,6,Corporate Auto,Offer2,Small
310,2,Four-Door Car,47.53101,Agent,4719.762191,Basic,2/13/11,Employed,M,37057,Married,61,No,Rural,5,48,1,6,Personal Auto,Offer1,Small
311,0,SUV,303.872752,Agent,4428.031583,Basic,1/29/11,Employed,F,58577,Married,110,Yes,Urban,6,62,0,1,Personal Auto,Offer1,Medsize
312,0,Four-Door Car,100.620067,Agent,5879.176092,Basic,2/13/11,Employed,M,85857,Married,73,No,Rural,3,19,0,6,Corporate Auto,Offer4,Medsize
313,0,SUV,481.339891,Call Center,9416.908485,Basic,1/22/11,Employed,F,70602,Married,116,No,Urban,8,47,0,3,Personal Auto,Offer3,Small
314,0,Four-Door Car,508.8,Branch,8288.155579,Premium,1/25/11,Employed,F,33816,Divorced,106,No,Suburban,10,97,2,3,Corporate Auto,Offer1,Medsize
315,0,SUV,1101.6,Branch,32654.8383,Premium,2/23/11,Unemployed,M,0,Single,153,No,Suburban,7,75,0,2,Personal Auto,Offer3,Medsize
316,0,SUV,86.320022,Call Center,4719.450052,Extended,2/18/11,Employed,F,89642,Married,121,No,Rural,11,20,4,1,Corporate Auto,Offer3,Medsize
317,0,Two-Door Car,470.4,Agent,3903.474784,Extended,3/1/2011,Employed,F,60068,Married,98,No,Suburban,17,75,0,1,Personal Auto,Offer2,Small
318,0,SUV,667.2,Call Center,5457.259678,Extended,9/1/2011,Employed,F,50044,Single,139,No,Suburban,16,14,0,1,Personal Auto,Offer3,Medsize
319,0,Four-Door Car,56.60333,Web,2725.356404,Basic,3/1/2011,Employed,F,36650,Married,69,Yes,Rural,2,70,1,1,Personal Auto,Offer2,Large
320,0,SUV,262.865172,Agent,4433.97368,Basic,2/21/11,Employed,F,50653,Married,110,No,Rural,29,42,0,1,Corporate Auto,Offer4,Small
321,2,Four-Door Car,309.577946,Branch,5332.462694,Basic,2/22/11,Employed,F,68931,Married,66,Yes,Urban,32,30,0,7,Personal Auto,Offer2,Medsize
